data,label,ntiles
/explore/nobackup/projects/3sl/data/Tappan/Tappan01_WV02_20110430_M1BS_103001000A27E100_data.tif,/explore/nobackup/projects/3sl/labels/landcover/2m_crop_fixed/Tappan01_WV02_20110430_M1BS_103001000A27E100_mask.tif,2000
/explore/nobackup/projects/3sl/data/Tappan/Tappan01_WV02_20130414_M1BS_103001001F227000_data.tif,/explore/nobackup/projects/3sl/labels/landcover/2m_crop_fixed/Tappan01_WV02_20130414_M1BS_103001001F227000_mask.tif,2000
/explore/nobackup/projects/3sl/data/Tappan/Tappan01_WV02_20181217_M1BS_1030010089CC6D00_data.tif,/explore/nobackup/projects/3sl/labels/landcover/2m_crop_fixed/Tappan01_WV02_20181217_M1BS_1030010089CC6D00_mask.tif,2000
/explore/nobackup/projects/3sl/data/Tappan/Tappan02_WV02_20120218_M1BS_103001001077BE00_data.tif,/explore/nobackup/projects/3sl/labels/landcover/2m_crop_fixed/Tappan02_WV02_20120218_M1BS_103001001077BE00_mask.tif,2000
/explore/nobackup/projects/3sl/data/Tappan/Tappan02_WV03_20160123_M1BS_1040010018A59100_data.tif,/explore/nobackup/projects/3sl/labels/landcover/2m_crop_fixed/Tappan02_WV03_20160123_M1BS_1040010018A59100_mask.tif,2000
/explore/nobackup/projects/3sl/data/Tappan/Tappan04_WV02_20120218_M1BS_103001001077BE00_data.tif,/explore/nobackup/projects/3sl/labels/landcover/2m_crop_fixed/Tappan04_WV02_20120218_M1BS_103001001077BE00_mask.tif,2000
/explore/nobackup/projects/3sl/data/Tappan/Tappan04_WV03_20160123_M1BS_1040010018A59100_data.tif,/explore/nobackup/projects/3sl/labels/landcover/2m_crop_fixed/Tappan04_WV03_20160123_M1BS_1040010018A59100_mask.tif,2000
/explore/nobackup/projects/3sl/data/Tappan/Tappan05_WV02_20110207_M1BS_1030010008B55200_data.tif,/explore/nobackup/projects/3sl/labels/landcover/2m_crop_fixed/Tappan05_WV02_20110207_M1BS_1030010008B55200_mask.tif,2000
/explore/nobackup/projects/3sl/data/Tappan/Tappan05_WV02_20181217_M1BS_1030010089CC6D00_data.tif,/explore/nobackup/projects/3sl/labels/landcover/2m_crop_fixed/Tappan05_WV02_20181217_M1BS_1030010089CC6D00_mask.tif,2000
/explore/nobackup/projects/3sl/data/Tappan/Tappan06_WV02_20131206_M1BS_10300100291F4300_data.tif,/explore/nobackup/projects/3sl/labels/landcover/2m_crop_fixed/Tappan06_WV02_20131206_M1BS_10300100291F4300_mask.tif,2000
/explore/nobackup/projects/3sl/data/Tappan/Tappan06_WV03_20151209_M1BS_10400100156ADA00_data.tif,/explore/nobackup/projects/3sl/labels/landcover/2m_crop_fixed/Tappan06_WV03_20151209_M1BS_10400100156ADA00_mask.tif,2000
/explore/nobackup/projects/3sl/data/Tappan/Tappan07_WV02_20190207_M1BS_103001008ACFCA00_data.tif,/explore/nobackup/projects/3sl/labels/landcover/2m_crop_fixed/Tappan07_WV02_20190207_M1BS_103001008ACFCA00_mask.tif,2000
/explore/nobackup/projects/3sl/data/Tappan/Tappan13_WV02_20110105_M1BS_1030010008ACD100_data.tif,/explore/nobackup/projects/3sl/labels/landcover/2m_crop_fixed/Tappan13_WV02_20110105_M1BS_1030010008ACD100_mask.tif,2000
/explore/nobackup/projects/3sl/data/Tappan/Tappan13_WV03_20170226_M1BS_104001002802FF00_data.tif,/explore/nobackup/projects/3sl/labels/landcover/2m_crop_fixed/Tappan13_WV03_20170226_M1BS_104001002802FF00_mask.tif,2000
