data,label,ntiles
/projects/kwessel4/allCAS/Tappan01_WV02_20181217_M1BS_1030010089CC6D00_data.tif,/projects/kwessel4/CAS_masks/Tappan01_WV02_20181217_M1BS_1030010089CC6D00_mask_segs_reclassified.tif,2000
/projects/kwessel4/allCAS/Tappan13_WV02_20110105_M1BS_1030010008ACD100_data.tif,/projects/kwessel4/CAS_masks/Tappan13_WV02_20110105_M1BS_1030010008ACD100_mask_segs_reclassified.tif,2000
/projects/kwessel4/allCAS/Tappan14_WV02_20181217_M1BS_103001008B8CEC00_data.tif,/projects/kwessel4/CAS_masks/Tappan14_WV02_20181217_M1BS_103001008B8CEC00_mask_segs_reclassified.tif,2000
/projects/kwessel4/allCAS/Tappan18_WV03_20160617_M1BS_104001001E3B1600_data.tif,/projects/kwessel4/CAS_masks/Tappan18_WV03_20160617_M1BS_104001001E3B1600_mask_segs_reclassified.tif,2000
/projects/kwessel4/allCAS/Tappan14_WV02_20151125_M1BS_103001004C99E800_data.tif,/projects/kwessel4/CAS_masks/Tappan14_WV02_20151125_M1BS_103001004C99E800_mask_segs_reclassified.tif,2000
/projects/kwessel4/allCAS/Tappan01_WV02_20110430_M1BS_103001000A27E100_data.tif,/projects/kwessel4/CAS_masks/Tappan01_WV02_20110430_M1BS_103001000A27E100_mask_segs_reclassified.tif,2000
/projects/kwessel4/allCAS/Tappan04_WV02_20120218_M1BS_103001001077BE00_data.tif,/projects/kwessel4/CAS_masks/Tappan04_WV02_20120218_M1BS_103001001077BE00_mask_segs_reclassified.tif,2000
/projects/kwessel4/allCAS/Tappan18_WV03_20141119_M1BS_1040010004CF8900_data.tif,/projects/kwessel4/CAS_masks/Tappan18_WV03_20141119_M1BS_1040010004CF8900_mask_segs_reclassified.tif,2000
/projects/kwessel4/allCAS/Tappan06_WV02_20131206_M1BS_10300100291F4300_data.tif,/projects/kwessel4/CAS_masks/Tappan06_WV02_20131206_M1BS_10300100291F4300_mask_segs_reclassified.tif,2000
/projects/kwessel4/allCAS/Tappan15_WV02_20160108_M1BS_103001004F32AF00_data.tif,/projects/kwessel4/CAS_masks/Tappan15_WV02_20160108_M1BS_103001004F32AF00_mask_segs_reclassified.tif,2000
/projects/kwessel4/allCAS/Tappan13_WV03_20170226_M1BS_104001002802FF00_data.tif,/projects/kwessel4/CAS_masks/Tappan13_WV03_20170226_M1BS_104001002802FF00_mask_segs_reclassified.tif,2000
/projects/kwessel4/allCAS/Tappan15_WV03_20150325_M1BS_104001000970C400_data.tif,/projects/kwessel4/CAS_masks/Tappan15_WV03_20150325_M1BS_104001000970C400_mask_segs_reclassified.tif,2000
/projects/kwessel4/allCAS/Tappan18_WV02_20170126_M1BS_1030010062B12000_data.tif,/projects/kwessel4/CAS_masks/Tappan18_WV02_20170126_M1BS_1030010062B12000_mask_segs_reclassified.tif,2000
/projects/kwessel4/allCAS/Tappan18_WV02_20180422_M1BS_103001007C78BC00_data.tif,/projects/kwessel4/CAS_masks/Tappan18_WV02_20180422_M1BS_103001007C78BC00_mask_segs_reclassified.tif,2000
/projects/kwessel4/allCAS/Tappan05_WV02_20181217_M1BS_1030010089CC6D00_data.tif,/projects/kwessel4/CAS_masks/Tappan05_WV02_20181217_M1BS_1030010089CC6D00_mask_segs_reclassified.tif,2000
