data,label,ntiles
/projects/kwessel4/nga-senegal/scripts/att/allCAS/Tappan01_WV02_20110430_M1BS_103001000A27E100_data.tif,/projects/kwessel4/new_masks/Tappan01_WV02_20110430_M1BS_103001000A27E100_mask_segs_reclassified.tif,2000
/projects/kwessel4/nga-senegal/scripts/att/allCAS/Tappan02_WV02_20120218_M1BS_103001001077BE00_data.tif,/projects/kwessel4/new_masks/Tappan02_WV02_20120218_M1BS_103001001077BE00_mask_segs_reclassified.tif,2000
/projects/kwessel4/nga-senegal/scripts/att/allCAS/Tappan04_WV02_20120218_M1BS_103001001077BE00_data.tif,/projects/kwessel4/new_masks/Tappan04_WV02_20120218_M1BS_103001001077BE00_mask_segs_reclassified.tif,2000
/projects/kwessel4/nga-senegal/scripts/att/allCAS/Tappan05_WV02_20110207_M1BS_1030010008B55200_data.tif,/projects/kwessel4/new_masks/Tappan05_WV02_20110207_M1BS_1030010008B55200_mask_segs_reclassified.tif,2000
/projects/kwessel4/nga-senegal/scripts/att/allCAS/Tappan05_WV02_20110430_M1BS_103001000A27E100_data.tif,/projects/kwessel4/new_masks/Tappan05_WV02_20110430_M1BS_103001000A27E100_mask_segs_reclassified.tif,2000
/projects/kwessel4/nga-senegal/scripts/att/allCAS/Tappan02_WV03_20160123_M1BS_1040010018A59100_data.tif,/projects/kwessel4/new_masks/Tappan02_WV03_20160123_M1BS_1040010018A59100_mask_segs_reclassified.tif,2000
/projects/kwessel4/nga-senegal/scripts/att/allCAS/Tappan04_WV03_20160123_M1BS_1040010018A59100_data.tif,/projects/kwessel4/new_masks/Tappan04_WV03_20160123_M1BS_1040010018A59100_mask_segs_reclassified.tif,2000
/projects/kwessel4/nga-senegal/scripts/att/allCAS/Tappan06_WV02_20131206_M1BS_10300100291F4300_data.tif,/projects/kwessel4/new_masks/Tappan06_WV02_20131206_M1BS_10300100291F4300_mask_segs_reclassified.tif,2000
/projects/kwessel4/nga-senegal/scripts/att/allCAS/Tappan06_WV03_20151209_M1BS_10400100156ADA00_data.tif,/projects/kwessel4/new_masks/Tappan06_WV03_20151209_M1BS_10400100156ADA00_mask_segs_reclassified.tif,2000
/projects/kwessel4/nga-senegal/scripts/att/allCAS/Tappan07_WV02_20190207_M1BS_103001008ACFCA00_data.tif,/projects/kwessel4/new_masks/Tappan07_WV02_20190207_M1BS_103001008ACFCA00_mask_segs_reclassified.tif,2000
/projects/kwessel4/nga-senegal/scripts/att/allCAS/Tappan07_WV03_20151209_M1BS_10400100156ADA00_data.tif,/projects/kwessel4/new_masks/Tappan07_WV03_20151209_M1BS_10400100156ADA00_mask_segs_reclassified.tif,2000
/projects/kwessel4/nga-senegal/scripts/att/allCAS/Tappan13_WV02_20110105_M1BS_1030010008ACD100_data.tif,/projects/kwessel4/new_masks/Tappan13_WV02_20110105_M1BS_1030010008ACD100_mask_segs_reclassified.tif,2000
/projects/kwessel4/nga-senegal/scripts/att/allCAS/Tappan13_WV03_20170226_M1BS_104001002802FF00_data.tif,/projects/kwessel4/new_masks/Tappan13_WV03_20170226_M1BS_104001002802FF00_mask_segs_reclassified.tif,2000
/projects/kwessel4/nga-senegal/scripts/att/allCAS/Tappan14_WV02_20110130_M1BS_103001000899D600_data.tif,/projects/kwessel4/new_masks/Tappan14_WV02_20110130_M1BS_103001000899D600_mask_segs_reclassified.tif,2000
/projects/kwessel4/nga-senegal/scripts/att/allCAS/Tappan14_WV02_20181217_M1BS_103001008B8CEC00_data.tif,/projects/kwessel4/new_masks/Tappan14_WV02_20181217_M1BS_103001008B8CEC00_mask_segs_reclassified.tif,2000
/projects/kwessel4/nga-senegal/scripts/att/allCAS/Tappan15_WV02_20180430_M1BS_103001007EB3E800_data.tif,/projects/kwessel4/new_masks/Tappan15_WV02_20180430_M1BS_103001007EB3E800_mask_segs_reclassified.tif,2000
/projects/kwessel4/nga-senegal/scripts/att/allCAS/Tappan15_WV03_20150325_M1BS_104001000970C400_data.tif,/projects/kwessel4/new_masks/Tappan15_WV03_20150325_M1BS_104001000970C400_mask_segs_reclassified.tif,2000
/projects/kwessel4/nga-senegal/scripts/att/allCAS/Tappan16_WV02_20111215_M1BS_103001000FA26B00_data.tif,/projects/kwessel4/new_masks/Tappan16_WV02_20111215_M1BS_103001000FA26B00_mask_segs_reclassified.tif,2000
/projects/kwessel4/nga-senegal/scripts/att/allCAS/Tappan16_WV02_20180508_M1BS_103001007E750C00_data.tif,/projects/kwessel4/new_masks/Tappan16_WV02_20180508_M1BS_103001007E750C00_mask_segs_reclassified.tif,2000
/projects/kwessel4/nga-senegal/scripts/att/allCAS/Tappan17_WV02_20141205_M1BS_103001003B68BC00_data.tif,/projects/kwessel4/new_masks/Tappan17_WV02_20141205_M1BS_103001003B68BC00_mask_segs_reclassified.tif,2000
/projects/kwessel4/ETZ_data/Tappan19_WV02_20120229_M1BS_1030010011B55E00_data.tif,/projects/kwessel4/ETZ_masks/Tappan19_WV02_20120229_M1BS_1030010011B55E00_mask_segs_reclassified.tif,2000
/projects/kwessel4/ETZ_data/Tappan19_WV02_20130117_M1BS_103001001E28E300_data.tif,/projects/kwessel4/ETZ_masks/Tappan19_WV02_20130117_M1BS_103001001E28E300_mask_segs_reclassified.tif,2000
/projects/kwessel4/ETZ_data/Tappan19_WV02_20170126_M1BS_1030010062B12000_data.tif,/projects/kwessel4/ETZ_masks/Tappan19_WV02_20170126_M1BS_1030010062B12000_mask_segs_reclassified.tif,2000
/projects/kwessel4/ETZ_data/Tappan20_WV02_20110320_M1BS_10300100095E3100_data.tif,/projects/kwessel4/ETZ_masks/Tappan20_WV02_20110320_M1BS_10300100095E3100_mask_segs_reclassified.tif,2000
/projects/kwessel4/ETZ_data/Tappan20_WV02_20130430_M1BS_1030010021920700_data.tif,/projects/kwessel4/ETZ_masks/Tappan20_WV02_20130430_M1BS_1030010021920700_mask_segs_reclassified.tif,2000
/projects/kwessel4/ETZ_data/Tappan20_WV02_20151206_M1BS_103001004D0D9400_data.tif,/projects/kwessel4/ETZ_masks/Tappan20_WV02_20151206_M1BS_103001004D0D9400_mask_segs_reclassified.tif,2000
/projects/kwessel4/ETZ_data/Tappan19_WV03_20160617_M1BS_104001001E3B1600_data.tif,/projects/kwessel4/ETZ_masks/Tappan19_WV03_20160617_M1BS_104001001E3B1600_mask_segs_reclassified.tif,2000
/projects/kwessel4/ETZ_data/Tappan21_WV02_20120426_M1BS_1030010018C95F00_data.tif,/projects/kwessel4/ETZ_masks/Tappan21_WV02_20120426_M1BS_1030010018C95F00_mask_segs_reclassified.tif,2000
/projects/kwessel4/ETZ_data/Tappan21_WV02_20190119_M1BS_103001008B4CF000_data.tif,/projects/kwessel4/ETZ_masks/Tappan21_WV02_20190119_M1BS_103001008B4CF000_mask_segs_reclassified.tif,2000
/projects/kwessel4/ETZ_data/Tappan22_WV02_20101108_M1BS_1030010007046300_data.tif,/projects/kwessel4/ETZ_masks/Tappan22_WV02_20101108_M1BS_1030010007046300_mask_segs_reclassified.tif,2000
